date, pm25, pm10,,,,
8/24/2017,62,46,5,7, , 
8/25/2017,68,30,13,6, , 
8/26/2017,53,37,10,5, , 
8/27/2017,48,32,12,6, , 
8/28/2017,53,42,9,6, , 
8/29/2017,54,38,6,6, , 
8/30/2017,53,44,10,6, , 
8/31/2017,53,65,8,5,15, 
9/1/2017,77,39,10,5,24, 
9/2/2017,50,32,12,5, , 
9/3/2017,56,41,13,6, , 
9/4/2017,59,30,8,5, , 
9/5/2017,51,36, ,5, , 
9/6/2017,51, , , , , 
9/9/2017,59,47,11,5, , 
9/10/2017,59,31,8,6, , 
9/11/2017,58,40,16,5, , 
9/12/2017,61,33,16,6, , 
9/13/2017,56,33,8,5, , 
9/14/2017,60,31,6,6, , 
9/15/2017,61,39,7,6, , 
9/16/2017,61,31,7,5, , 
9/17/2017,54,29,7,5, , 
9/18/2017,48,32,8,6, , 
9/19/2017,51,31,12,5, , 
9/20/2017,53,33,6,5, , 
9/21/2017,58,36,8,6, , 
9/22/2017,58,34,15,6, , 
9/23/2017,71,45,15,5, , 
9/24/2017,70,36,16,6, , 
9/25/2017,71,103,12,4, , 
9/26/2017,124,31,8,5,1, 
9/27/2017,57,42,20,7,1, 
9/28/2017,66,31,9,7, , 
9/29/2017,56,36,13,6, , 
9/30/2017,61,37,16,7, , 
4/1/2017,145,35,17,5, , 
4/2/2017,98,48,22,6, , 
4/3/2017,115,58,23,6, , 
4/4/2017,139,61,23,11, , 
4/5/2017,152,70,29,15, , 
4/6/2017,158,78,27,13, , 
4/7/2017,162,114,28,11, , 
4/8/2017,196,78,27,11, , 
4/9/2017,166,68,27,8, , 
4/10/2017,157,71,24,10, , 
4/11/2017,156,75,27,7, , 
4/12/2017,164,72,20,5, , 
4/13/2017,146,43,17,6, , 
4/14/2017,90,37,17,5, , 
4/15/2017,87,33,13,5, , 
4/16/2017,78,48,9,6, , 
4/17/2017,75,38,15,8, , 
4/18/2017,75,50,23,12, , 
4/19/2017,95,53,19,9, , 
4/20/2017,105,63,21,9, , 
4/21/2017,135,71,25,8, , 
4/22/2017,158,74,21,8, , 
4/23/2017,162,75,21,11, , 
4/24/2017,159,75,18,13, , 
4/25/2017,157,74,23,15, , 
4/26/2017,155,80,24,10, , 
4/27/2017,162,75,24,8, , 
4/28/2017,150,38,22,5, , 
4/29/2017,81,40,23,7, , 
4/30/2017,88,60,19,7, , 
5/1/2017,123,59,22,9, , 
5/2/2017,116,60,20,9, , 
5/3/2017,118,59,20,7, , 
5/4/2017,135,47,18,4, , 
5/5/2017,91,37,24,7, , 
5/6/2017,63,39,19,4, , 
5/7/2017,110,43,24,7,1, 
5/8/2017,141,51,25,8,1, 
5/9/2017,188,47,24,7, , 
5/10/2017,93,36,19,7, , 
5/11/2017,69,38,19,7, , 
5/12/2017,73,28,19,4, , 
5/13/2017,64,20,17,4, , 
5/14/2017,35,22,13,5, , 
5/15/2017,42,36,6,6, , 
5/16/2017,48,30,9,5, , 
5/17/2017,77,19,12,5, , 
5/18/2017,42,32,19,6, , 
5/19/2017,53,49,20,8, , 
5/20/2017,78,55,20,7, , 
5/21/2017,90,55,23,10, , 
5/22/2017,107,51,21,7, , 
5/23/2017,92,50,9,10, , 
5/24/2017,79,51,20,7, , 
5/25/2017,90,40,13,6, , 
5/26/2017,66,30,14,8, , 
5/27/2017,68,36,18,6, , 
5/28/2017,84,39,14,7, , 
5/29/2017,81,39,10,7, , 
5/30/2017,77,40,11,7, , 
5/31/2017,66,42,14,6, , 
6/1/2017,77,46,10,8, , 
6/2/2017,71,36,14,6, , 
6/3/2017,69,31,7,4, , 
6/4/2017,62,37,11,6, , 
6/5/2017,72,40,17,6, , 
6/6/2017,81,41,12,5, , 
6/7/2017,75,33,5,6,1, 
6/8/2017,55,31,10,4,1, 
6/9/2017,55,29,9,5,1, 
6/10/2017,54,23,9,5,1, 
6/11/2017,61,68,7,6,1, 
6/12/2017,98,38,9,6,1, 
6/13/2017,66,31,8,5,1, 
6/14/2017,57,23,6,5,1, 
6/15/2017,58,44,11,6,1, 
6/16/2017,79,36,11,6,1, 
6/17/2017,69,27,9,4,1, 
6/18/2017,56,22,9,5,1, 
6/19/2017,58,26,8,5,1, 
6/20/2017,55,26,5,5, , 
6/21/2017,56,27,8,4, , 
6/22/2017,48,26,11,5, , 
6/23/2017,54,28,13,4, , 
6/24/2017,66,23,11,4, , 
6/25/2017,52,32,13,5, , 
6/26/2017,67,27,13,4, , 
6/27/2017,57,27,10,4, , 
6/28/2017,51,32,12,6, , 
6/29/2017,50,36,8,6, , 
6/30/2017,60,29,9,6, , 
1/2/2017,67,25,11,5, , 
1/3/2017,73,19,7,2, , 
1/4/2017,67,19,5,5, , 
1/5/2017,65,25,2,4, , 
1/6/2017,68,29,9,4, , 
1/7/2017,76,37,14,6, , 
1/8/2017,87,36,16,7, , 
1/9/2017,85,34,3,8, , 
1/10/2017,90,23,4,6, , 
1/11/2017,75,29,7,6, , 
1/12/2017,66,35,14,6, , 
1/13/2017,71,33,17,7, , 
1/14/2017,82,32,18,7, , 
1/15/2017,84,39,18,9, , 
1/16/2017,94,45,19,9, , 
1/17/2017,102,44,24,9, , 
1/18/2017,106,73,19,8, , 
1/19/2017,112,44,19,9, , 
1/20/2017,101,47,23,10, , 
1/21/2017,99,34,21,8, , 
1/22/2017,87,40,21,10, , 
1/23/2017,88,42,21,9, , 
1/24/2017,97,38,15,7, , 
1/25/2017,94,37,18,7, , 
1/26/2017,92,76,17,9, , 
1/27/2017,127,40,24,10, , 
1/28/2017,94,47,24,10, , 
1/29/2017,111,48,19,11,3, 
1/30/2017,108,57,21,11, , 
1/31/2017,136,57,23,11, , 
2/1/2017,139,53,20,10, , 
2/2/2017,122,53,20,11, , 
2/3/2017,109,43,18,9, , 
2/4/2017,108,43,23,32, , 
2/5/2017,104,54,23,10, , 
2/6/2017,124,59,26,10, , 
2/7/2017,138,54,22,9, , 
2/8/2017,121,57,26,12, , 
2/9/2017,127,57,25,18, , 
2/10/2017,129,64,26,23, , 
2/11/2017,152,63,28,19, , 
2/12/2017,154,59,29,23, , 
2/13/2017,151,64,29,22, , 
2/14/2017,155,64,27,24, , 
2/15/2017,152,60,26,24, , 
2/16/2017,144,57,26,26, , 
2/17/2017,137,55,25,23, , 
2/18/2017,137,62,28,28, , 
2/19/2017,151,67,24,27, , 
2/20/2017,149,60,23,33, , 
2/21/2017,136,60,24,48, , 
2/22/2017,128,50,22,47, , 
2/23/2017,107,56,22,13, , 
2/24/2017,123,54,24,11, , 
2/25/2017,120,62,26,9, , 
2/26/2017,142,60,23,9, , 
2/27/2017,136,59,24,13, , 
2/28/2017,134,60,25,10, , 
3/1/2017,139,63,29,11, , 
3/2/2017,145,76,29,14, , 
3/3/2017,163,62,28,12, , 
3/4/2017,151,64,30,13, , 
3/5/2017,155,67,31,14, , 
3/6/2017,156,67,32,13, , 
3/7/2017,155,70,31,16, , 
3/8/2017,158,59,19,6, , 
3/9/2017,128,57,17,8, , 
3/10/2017,134,54,20,8, , 
3/11/2017,123,50,21,6, , 
3/12/2017,113,55,20,11, , 
3/13/2017,121,63,23,8, , 
3/14/2017,146,67,25,10, , 
3/15/2017,142,60,30,10, , 
3/16/2017,143,66,23,7, , 
3/17/2017,146,59,23,9, , 
3/18/2017,141,60,27,12, , 
3/19/2017,141,85,30,16, , 
3/20/2017,178,76,26,10, , 
3/21/2017,163,72,31,14, , 
3/22/2017,160,93,34,16, , 
3/23/2017,185,93,33,13, , 
3/24/2017,181,67,18,11, , 
3/25/2017,148,65,18,12, , 
3/26/2017,149,56,15,5, , 
3/27/2017,124,54,17,7, , 
3/28/2017,131,96,19,7,2, 
3/29/2017,175,60,15,8, , 
3/30/2017,135,65,21,13, , 
3/31/2017,147,65,20,9, , 
10/1/2016,73,28,11,6, , 
10/2/2016,67,32,9,7, , 
10/3/2016,66,29,9,7, , 
10/4/2016,67,30,16,6, , 
10/5/2016,67,25,12,7, , 
10/6/2016,63,26,15,5, , 
10/7/2016,69,29,17,7, , 
10/8/2016,190,32,19,8, , 
10/9/2016,101,32,15,7, , 
10/10/2016,92,31,16,7, , 
10/11/2016,73,19,11,3, , 
10/12/2016,59,30,14,7, , 
10/13/2016,76,38,13,6, , 
10/14/2016,98,25,10,3, , 
10/15/2016,73,19,9,4, , 
10/16/2016,61,26,9,6, , 
10/17/2016,64,35,10,7, , 
10/18/2016,84,40,20,9, , 
10/19/2016,92,40,19,9, , 
10/20/2016,88,39,18,7, , 
10/21/2016,74,33,16,7, , 
10/22/2016,68,31,15,8, , 
10/23/2016,67,33,14,8, , 
10/24/2016,69,26,8,7, , 
10/25/2016,67,28,14,8, , 
10/26/2016,63,28,11,6, , 
10/27/2016,63,27,15,6, , 
10/28/2016,57,22,9,3, , 
10/29/2016,57,26,12,6, , 
10/30/2016,64,31,11,6, , 
10/31/2016,65,29,8,5, , 
11/1/2016,61,26,10,5, , 
11/2/2016,55,26,9,4, , 
11/3/2016,63,29,9,7, , 
11/4/2016,75,33,24,9, , 
11/5/2016,77,34,21,10, , 
11/6/2016,81,37,17,8, , 
11/7/2016,84,29,15,7, , 
11/8/2016,72,21,11,7, , 
11/9/2016,57,26,11,7, , 
11/10/2016,68,19,5,9, , 
11/11/2016,57,36,14,8, , 
11/12/2016,61,35,17,9, , 
11/13/2016,67,34,18,8, , 
11/14/2016,72,35,15,8, , 
11/15/2016,69,39,20,9, , 
11/16/2016,81,39,19,10, , 
11/17/2016,83,41,21,11, , 
11/18/2016,82,37,22,10, , 
11/19/2016,80,31,12,5, , 
11/20/2016,73,30,8,7, , 
11/21/2016,77,39,6,8, , 
11/22/2016,87,39,17,10, , 
11/23/2016,93,39,19,10, , 
11/24/2016,94,38,17,9, , 
11/25/2016,83,36,16,9, , 
11/26/2016,83,29,17,8, , 
11/27/2016,78,39,12,12, , 
11/28/2016,84,41,15,11, , 
11/29/2016,94,43,23,12, , 
11/30/2016,99,43,22,13, , 
12/1/2016,102,42,18,12, , 
12/2/2016,97,41,13,9, , 
12/3/2016,101,36,14,9, , 
12/4/2016,90,34,9,6, , 
12/5/2016,99,34,10,7, , 
12/6/2016,110,45,13,7, , 
12/7/2016,123,46, ,7, , 
12/8/2016,119,44, ,9, , 
12/9/2016,134,44,7,9, , 
12/10/2016,114,154,18,11, , 
12/11/2016,122,82,25,12, , 
12/12/2016,156,46,13,9, , 
12/13/2016,127,38,13,9, , 
12/14/2016,98,37,9,8, , 
12/15/2016,96,32,5,6, , 
12/16/2016,95,21,4,6, , 
12/17/2016,79,31,8,11, , 
12/18/2016,88,39,15,7, , 
12/19/2016,95,44,16,10, , 
12/20/2016,101,39,16,9, , 
12/21/2016,105,40, ,10, , 
12/22/2016,92,38, ,12, , 
12/23/2016,81,42,20,11, , 
12/24/2016,107,41,20,9, , 
12/25/2016,113,45,16,9, , 
12/26/2016,112,46,18,5, , 
12/27/2016,120,47,21,5, , 
12/28/2016,111,42,15,2, , 
12/29/2016,106,34,13,2, , 
12/30/2016,94,33,13,2, , 
12/31/2016,91, , , , , 
7/1/2016,47,23,18,10, ,7
7/2/2016,48,26,15,9, ,8
7/3/2016,41,32,17,11, ,9
7/4/2016,47,65,16,12,30,9
7/5/2016,51,74,15,13,1,10
7/6/2016,68,25,18,11, ,9
7/7/2016,47,25,14,11, ,10
7/8/2016,34,22,18,9, ,7
7/9/2016,42,22,21,8, ,7
7/10/2016,44,23,16,11, ,7
7/11/2016,42,33,24,12, ,9
7/12/2016,52,38,26,14,1,10
7/13/2016,67,35,20,12,1,9
7/14/2016,50,34,22,14, ,9
7/15/2016,58,39,33,11, ,7
7/16/2016,65,38,24,12,1,9
7/17/2016,63,34,37,14,1,9
7/18/2016,61,23,26,9,1,7
7/19/2016,45,24,26,6, ,11
7/20/2016,43,25,13,8,1,13
7/21/2016,37,27,27,9,1,12
7/22/2016,33,17,21,4,1,9
7/23/2016,34,23,26,8, ,11
7/24/2016,52,29,23,10,1,12
7/25/2016,45,27,20,10,1,11
7/26/2016,47,29,22,8,1,11
7/27/2016,54,26,27,8,1,11
7/28/2016,37,29,26,13, ,8
7/29/2016,48,26,17,12, ,8
7/30/2016,60,21,18,7, ,6
7/31/2016,59,24,20,9, ,7
8/1/2016,61,26,25,10, ,7
8/2/2016,66,23,23,8, ,6
8/3/2016,60,25,22,10,1,7
8/4/2016,69,26,17,10, ,7
8/5/2016,66,29,21,11,2,8
8/6/2016,62,29, ,8, ,6
8/7/2016,62, , , , , 
8/8/2016,67,25,25,12, ,8
8/9/2016,65,38,30,15,1,10
8/10/2016,79,39,22,13,1,9
8/11/2016,79,38,24,14, ,10
8/12/2016,77,32,17,12,1,9
8/13/2016,71,27,23,13, ,9
8/14/2016,72,35,10,17, ,12
8/15/2016,78,37,24,14,1,11
8/16/2016,74,37,21,12,1,9
8/17/2016,80,37,29,11, ,9
8/18/2016,81,49,18,16, ,11
8/19/2016,104,39,18,13, ,11
8/20/2016,82,41,22,9,1,9
8/21/2016,88,36,32,12,1,9
8/22/2016,78,29,32,14,1,11
8/23/2016,55,33,30,11,1,9
8/24/2016,74,58,39,9,2,8
8/25/2016,50,24,19,10,1,9
8/26/2016,46,27,20,11, ,9
8/27/2016,57,30,17,11,1,12
8/28/2016,55,26,12,7, ,3
8/29/2016,55,25,9,6, , 
8/30/2016,63,25,11,6, , 
8/31/2016,57,29,12,6, , 
9/1/2016,63,29,13,8, , 
9/2/2016,64,21,10,5, , 
9/3/2016,58,25,13,6, , 
9/4/2016,65,33,14,8, , 
9/5/2016,77,34,16,7, , 
9/6/2016,76,26,6,6, , 
9/7/2016,64,26,9,5, , 
9/8/2016,77,25,12,4, , 
9/9/2016,64,27,13, , , 
9/10/2016,71,20,9,4, , 
9/11/2016,63,18,6,5, , 
9/12/2016,61,27,10,7, , 
9/13/2016,63,20,6,5, , 
9/14/2016,63,26,13,7, , 
9/15/2016,66,20,4,5, , 
9/16/2016,58,26,15,4, , 
9/17/2016,65,25,5,7, , 
9/18/2016,61,31,19,8, , 
9/19/2016,63,32,12,7, , 
9/20/2016,71,33,14,8, , 
9/21/2016,83,47,13,6, , 
9/22/2016,115,46,12,10, , 
9/23/2016,103,40,13,7, , 
9/24/2016,91,35,10,7, , 
9/25/2016,69,28,12,6, , 
9/26/2016,63,27,14,7, , 
9/27/2016,65,32,18,8, , 
9/28/2016,78,31,13,7, , 
9/29/2016,68,32,25,9, , 
9/30/2016,71,30,18,7, , 
4/1/2016,134,72,54,27,1,14
4/2/2016,146,67,62,26,1,13
4/3/2016,165,82,87,34,1,15
4/4/2016,162,83,67,27,2,13
4/5/2016,155,84,71,28,2,14
4/6/2016,162,96,83,33,2,16
4/7/2016,173,92,76,29,2,15
4/8/2016,169,88,56,33,6,18
4/9/2016,150,80,66,32,3,17
4/10/2016,156,79,80,35,2,16
4/11/2016,159,84,79,31,3,16
4/12/2016,162,80,79,25,2,14
4/13/2016,158,75,66,25,2,14
4/14/2016,148,77,88,29,2,15
4/15/2016,155,94,82,26,2,16
4/16/2016,174,103,87,34,3,19
4/17/2016,181,121,82,42,3,23
4/18/2016,203,103,32,29,8,22
4/19/2016,176,94,72,33,4,19
4/20/2016,171,95,67,29,11,18
4/21/2016,175,78,53,24,3,14
4/22/2016,160,75,60,19,2,11
4/23/2016,132,61,55,18,14,19
4/24/2016,140,67,56,22,2,10
4/25/2016,153,76,91,32,2,12
4/26/2016,163,95,91,36,3,15
4/27/2016,179,95,77,29,2,14
4/28/2016,178,63,62,16,1,9
4/29/2016,140,52,56,13, ,8
4/30/2016,124,37,64,18,1,8
5/1/2016,88,39,65,16,1,7
5/2/2016,87,55,55,18, ,8
5/3/2016,114,62,64,22, ,10
5/4/2016,136,60,52,21,12,12
5/5/2016,134,61,74,24,3,9
5/6/2016,139,64,84,30,2,12
5/7/2016,141,69,84,26,2,11
5/8/2016,155,65,89,26,2,11
5/9/2016,149,64,80,29,2,13
5/10/2016,148,71,75,30,2,14
5/11/2016,154,66,80,25,2,13
5/12/2016,150,61,79,22, ,11
5/13/2016,131,49,83,16, ,10
5/14/2016,112,45,65,14,41,21
5/15/2016,98,37,73,13,11,10
5/16/2016,89,29,55,18,80,10
5/17/2016,70,26,50,13,7,11
5/18/2016,61,25,39,14, ,11
5/19/2016,65,15,31,11, ,10
5/20/2016,32,15,23,11, ,10
5/21/2016,33,17,24,11, ,10
5/22/2016,42,25,34,15, ,11
5/23/2016,58,27,42,14, ,11
5/24/2016,63,28,32,15,15,11
5/25/2016,67,38,49,14,1,10
5/26/2016,67,41,41,15,2,8
5/27/2016,72,38,46,12, ,7
5/28/2016,68,31,36,11,1,8
5/29/2016,52,32,22,14,1,10
5/30/2016,61,26,30,12, ,9
5/31/2016,50,26,27,12,1,9
6/1/2016,38,23,24,13, ,9
6/2/2016,31,19,26,9, ,6
6/3/2016,30,20,18,11, ,8
6/4/2016,36,22,25,11, ,9
6/5/2016,44,21,18,10, ,10
6/6/2016,32,22,23,12,2,10
6/7/2016,42,22,23,11,1,10
6/8/2016,38,25,15,11,2,11
6/9/2016,42,24,14,11,1,11
6/10/2016,43,19,16,11, ,10
6/11/2016,34,31,28,12,29,13
6/12/2016,50,26,14,13,3,13
6/13/2016,41,26,25,11,1,11
6/14/2016,37,24,32,11,2,11
6/15/2016,39,20,33,10,1,10
6/16/2016,38,33,22,10,1,11
6/17/2016,35,19,25,10, ,10
6/18/2016,39,20,30,8, ,9
6/19/2016,33,26,33,11,1,10
6/20/2016,44,31,31,11, ,11
6/21/2016,54,17,19,8, ,8
6/22/2016,26,26,38,11,2,10
6/23/2016,54,25,23,13,1,11
6/24/2016,51,16,25,8,17,9
6/25/2016,32,16,24,7, ,9
6/26/2016,37,21,21,10,3,9
6/27/2016,32,22,23,10,1,6
6/28/2016,45,22,13,14, ,9
6/29/2016,39,23,16,13,1,9
6/30/2016,34,57,17,10,4,7
1/6/2016,116,53,9,24,1,11
1/7/2016,124,57, ,25,1,11
1/8/2016,122,55, ,25,1,14
1/9/2016,105,48, ,20,1,10
1/10/2016,90,46,36,27,1,9
1/11/2016,112,56,39,38,1,11
1/12/2016,121,58,43,27,3,11
1/13/2016,127,61,56,28,1,11
1/14/2016,119,52,36,19,1,10
1/15/2016,88,46,5,23,1,12
1/16/2016,83,42, ,22, ,9
1/17/2016,100,52,37,20,1,9
1/18/2016,114,60,46,29,1,13
1/19/2016,142,65,16,30,1,13
1/20/2016,145,68, ,31,1,15
1/21/2016,151,58,47,29,1,16
1/22/2016,127,44,8,19,1,12
1/23/2016,65,40, ,17, ,10
1/24/2016,75,50,31,18, ,12
1/25/2016,25,9,12,6, ,8
1/26/2016,25,10,12,7, ,8
1/27/2016,43,31, ,12, ,10
1/28/2016,81,51, ,18, ,14
1/29/2016,95,51, ,22, ,16
1/30/2016,94,62, ,24,1,17
1/31/2016,91,57,52,23, ,14
2/1/2016,76,57,42,23,1,12
2/2/2016,91,64,60,27,1,15
2/3/2016,95,64,52,28,1,15
2/4/2016,116,56,56,22,1,12
2/5/2016,124,56,12,24,1,13
2/6/2016,127,56, ,18,1,13
2/7/2016,94,43,31,11,1,12
2/8/2016,140,59,46,24,1,13
2/9/2016,152,68,60,28,1,15
2/10/2016,166,83,11,37,2,19
2/11/2016,169,85,14,39,1,20
2/12/2016,165,78,8,35,1,19
2/13/2016,165,74, ,31,1,16
2/14/2016,152,71,63,32,1,18
2/15/2016,162,80,64,33,1,18
2/16/2016,182,73,16,33,1,18
2/17/2016,159,74,72,36,1,20
2/18/2016,157,75,65,34,1,19
2/19/2016,139,75,11,33,1,19
2/20/2016,137,73, ,34,1,17
2/21/2016,156,75, ,24,1,16
2/22/2016,144,64,60,24,1,14
2/23/2016,149,71,50,27,1,15
2/24/2016,145,70,11,19,2,14
2/25/2016,108,59, ,20,2,15
2/26/2016,77,29, ,8,1,11
2/27/2016,58,25, ,8, ,10
2/28/2016,60,25, ,11, ,10
2/29/2016,66,28,17,13,1,7
3/1/2016,92,45,50,23,1,11
3/2/2016,135,64,74,28,1,12
3/3/2016,161,77,27,32,1,14
3/4/2016,143,61,10,27,1,13
3/5/2016,140,64, ,31,1,13
3/6/2016,158,79,76,38,1,18
3/7/2016,167,80,76,34,1,16
3/8/2016,143,66,53,28,1,13
3/9/2016,149,71,79,29,1,14
3/10/2016,160,77,71,35,1,15
3/11/2016,165,86,12,39,1,17
3/12/2016,163,81, ,28,1,14
3/13/2016,157,74,55,30,2,15
3/14/2016,163,84,60,35,1,17
3/15/2016,165,83,56,26,1,13
3/16/2016,142,72,60,27,1,11
3/17/2016,143,69,66,25,1,11
3/18/2016,142,70,15,24,1,11
3/19/2016,136,68, ,27,1,12
3/20/2016,165,88, ,34,1,15
3/21/2016,169,91,65,26,2,13
3/22/2016,142,76,16,22,2,11
3/23/2016,164,89,67,29,11,12
3/24/2016,171,95,79,33,2,14
3/25/2016,197,129,76,30,3,17
3/26/2016,172,90,68,23,1,15
3/27/2016,164,77,64,20,1,13
3/28/2016,149,71,59,24,1,13
3/29/2016,147,70,59,25,1,13
3/30/2016,160,77,70,35,1,15
3/31/2016,172,89,81,40,1,17
12/17/2020, ,57,19,4, , 
9/24/2020, ,23,7,1, , 
3/31/2020, ,83,30,6, , 
12/31/2019, ,41,16,9, , 
12/31/2018, ,41,22,10, , 
10/7/2017, ,40,8,4, , 
9/8/2017, ,33,2,8, , 
1/1/2017, ,22,12,4, , 
1/4/2016, ,46,44,21,1,10
1/5/2016, ,47,45,20,1,9
10/1/2015, ,22,8,10, ,6
10/2/2015, ,22, ,10, ,8
10/3/2015, ,16, , , , 
10/5/2015, ,25,20,10, ,8
10/6/2015, ,22,26,10, ,8
10/7/2015, ,18,26,11, ,8
10/8/2015, ,20,5,10, ,8
10/9/2015, ,21, , , , 
10/11/2015, ,6,22,3, ,3
10/12/2015, ,10,22,6,1,6
10/13/2015, ,15,29,10,1,9
10/14/2015, ,26,20,11,1,9
10/15/2015, ,28,7,12,1,9
10/16/2015, ,35, ,16,1,11
10/17/2015, ,33,30,14,1,9
10/18/2015, ,32,31,14,1,9
10/19/2015, ,33,29,11,1,8
10/20/2015, ,30,44,17, ,11
10/21/2015, ,29,6,16, ,10
10/22/2015, ,33, ,15, ,10
10/23/2015, ,37, ,14, ,10
10/24/2015, ,39, ,17, ,12
10/25/2015, ,53, ,24,1,13
10/26/2015, ,55,49,20,1,11
10/27/2015, ,49,33,15,1,11
10/28/2015, ,44,8,11, ,10
10/29/2015, ,35, ,13,1,10
10/30/2015, ,30, ,14, ,11
10/31/2015, ,33, ,14,1,11
11/1/2015, ,32,35,16, ,12
11/2/2015, ,29,21,7, ,9
11/3/2015, ,18,33,14, ,11
11/4/2015, ,22,26,16, ,12
11/5/2015, ,30,7,8, ,10
11/6/2015, ,25, , , , 
11/8/2015, ,28,28,15, ,12
11/9/2015, ,36,12,11, ,9
11/10/2015, ,27,24,18, ,12
11/11/2015, ,34,22,10, ,9
11/12/2015, ,22,4,13, ,10
11/13/2015, ,25, ,15, ,10
11/14/2015, ,34,32,13, ,8
11/15/2015, ,31,34,16, ,6
11/16/2015, ,48,33,16, ,6
11/17/2015, ,29,36,20,1,8
11/18/2015, ,35,34,18,1,7
11/19/2015, ,36,11,12, ,5
11/20/2015, ,29, ,11, ,5
11/21/2015, ,24,29,13,1,5
11/22/2015, ,23,34,15,1,6
11/23/2015, ,31,36,18, ,7
11/24/2015, ,34,34,17,2,8
11/25/2015, ,40,41,16,1,9
11/26/2015, ,42,5,20, ,11
11/27/2015, ,44, ,20, ,10
11/28/2015, ,39,40,18, ,10
11/29/2015, ,38,43,21,1,11
